classification,type,bracket,units,employees,salaried,wages.thousand,avg.min.wages
12.2 Fabricação de produtos do fumo,c,50 a 99,7,548,539,13431,"2,6"
12.2 Fabricação de produtos do fumo,c,100 a 249,3,349,340,4437,"1,8"
12.2 Fabricação de produtos do fumo,c,250 a 499,-,-,-,-,-
12.2 Fabricação de produtos do fumo,c,500 ou mais,2,X,X,X,X
13.1 Preparação e fiação de fibras têxteis,c,Total,788,34675,33317,758234,"2,1"
13.1 Preparação e fiação de fibras têxteis,c,0 a 4,351,X,X,X,X
13.1 Preparação e fiação de fibras têxteis,c,5 a 9,139,X,X,X,X
13.1 Preparação e fiação de fibras têxteis,c,10 a 19,108,1487,1238,30806,"1,8"
13.1 Preparação e fiação de fibras têxteis,c,20 a 29,41,977,886,19147,"1,8"
13.1 Preparação e fiação de fibras têxteis,c,30 a 49,45,1715,1642,38760,"1,9"
13.1 Preparação e fiação de fibras têxteis,c,50 a 99,39,2684,2627,62977,"2,2"
13.1 Preparação e fiação de fibras têxteis,c,100 a 249,32,5408,5366,123559,2
13.1 Preparação e fiação de fibras têxteis,c,250 a 499,17,5683,5633,137123,"2,1"
13.1 Preparação e fiação de fibras têxteis,c,500 ou mais,16,15073,15026,321638,"2,2"
"13.2 Tecelagem, exceto malha",c,Total,1034,81366,79646,2100453,"2,3"
"13.2 Tecelagem, exceto malha",c,0 a 4,417,860,314,11572,"1,7"
"13.2 Tecelagem, exceto malha",c,5 a 9,160,1090,820,18416,"1,9"
"13.2 Tecelagem, exceto malha",c,10 a 19,146,2001,1714,39101,2
"13.2 Tecelagem, exceto malha",c,20 a 29,61,1503,1383,32127,2
"13.2 Tecelagem, exceto malha",c,30 a 49,71,2785,2661,64728,"2,1"
"13.2 Tecelagem, exceto malha",c,50 a 99,66,4556,4443,96962,2
"13.2 Tecelagem, exceto malha",c,100 a 249,42,5789,5701,141180,"2,3"
"13.2 Tecelagem, exceto malha",c,250 a 499,31,10670,10601,254450,2
"13.2 Tecelagem, exceto malha",c,500 ou mais,40,52112,52009,1441917,"2,4"
13.3 Fabricação de tecidos de malha,c,Total,791,24372,23128,666181,"2,5"
13.3 Fabricação de tecidos de malha,c,0 a 4,388,X,X,X,X
13.3 Fabricação de tecidos de malha,c,5 a 9,136,X,X,X,X
13.3 Fabricação de tecidos de malha,c,10 a 19,112,1566,1359,32909,2
13.3 Fabricação de tecidos de malha,c,20 a 29,41,X,X,X,X
13.3 Fabricação de tecidos de malha,c,30 a 49,44,1625,1568,42938,"2,5"
13.3 Fabricação de tecidos de malha,c,50 a 99,26,1786,1744,47626,"2,5"
13.3 Fabricação de tecidos de malha,c,100 a 249,21,3298,3262,95368,"2,5"
13.3 Fabricação de tecidos de malha,c,250 a 499,13,4548,4513,130546,"2,5"
13.3 Fabricação de tecidos de malha,c,500 ou mais,10,X,X,X,X
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,Total,3307,39347,34785,794161,2
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,0 a 4,1900,3790,1456,33625,"1,4"
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,5 a 9,637,4187,3211,57072,"1,5"
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,10 a 19,375,5093,4478,84318,"1,6"
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,20 a 29,135,X,X,X,X
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,30 a 49,109,4026,3886,75200,"1,7"
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,50 a 99,88,6013,5870,134591,2
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,100 a 249,47,7351,7265,193261,"2,4"
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,250 a 499,15,5074,5045,145351,"2,8"
"13.4 Acabamentos em fios, tecidos e artefatos têxteis",c,500 ou mais,1,X,X,X,X
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,Total,6638,92661,83186,1997318,"2,1"
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,0 a 4,3640,7520,2918,60155,"1,4"
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,5 a 9,1302,8725,6651,110678,"1,4"
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,10 a 19,861,11663,10193,179204,"1,6"
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,20 a 29,309,7379,6816,127425,"1,6"
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,30 a 49,208,7950,7667,154276,"1,8"
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,50 a 99,177,12141,11869,263025,2
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,100 a 249,100,15799,15656,362304,2
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,250 a 499,29,9932,9886,364648,"3,4"
"13.5 Fabricação de artefatos têxteis, exceto vestuário",c,500 ou mais,12,11552,11530,375602,"2,8"
14.1 Confecção de artigos do vestuário e acessórios,c,Total,64993,715738,624120,11004495,"1,6"
14.1 Confecção de artigos do vestuário e acessórios,c,0 a 4,37883,73811,26167,564001,"1,3"
14.1 Confecção de artigos do vestuário e acessórios,c,5 a 9,11940,78912,60168,937412,"1,4"
14.1 Confecção de artigos do vestuário e acessórios,c,10 a 19,8077,109061,94858,1487081,"1,4"
14.1 Confecção de artigos do vestuário e acessórios,c,20 a 29,3120,74680,69052,1086359,"1,4"
14.1 Confecção de artigos do vestuário e acessórios,c,30 a 49,2052,X,X,X,X
14.1 Confecção de artigos do vestuário e acessórios,c,50 a 99,1244,84755,83130,1332857,"1,5"
14.1 Confecção de artigos do vestuário e acessórios,c,100 a 249,488,X,X,X,X
14.1 Confecção de artigos do vestuário e acessórios,c,250 a 499,113,X,X,X,X
14.1 Confecção de artigos do vestuário e acessórios,c,500 ou mais,76,106585,106453,2385217,"2,2"
15.1 Curtimento e outras preparações de couro,c,Total,677,29246,28196,655248,"2,2"
15.1 Curtimento e outras preparações de couro,c,0 a 4,313,645,214,4879,"1,4"
15.1 Curtimento e outras preparações de couro,c,5 a 9,104,680,499,9054,"1,5"
15.1 Curtimento e outras preparações de couro,c,10 a 19,72,988,860,17574,"1,7"
15.1 Curtimento e outras preparações de couro,c,20 a 29,39,919,846,19950,"1,9"
15.1 Curtimento e outras preparações de couro,c,30 a 49,28,1089,1062,20956,"1,9"
15.1 Curtimento e outras preparações de couro,c,50 a 99,51,3664,3573,82603,"2,1"
15.1 Curtimento e outras preparações de couro,c,100 a 249,49,7927,7836,178509,"2,2"
15.1 Curtimento e outras preparações de couro,c,250 a 499,12,4279,4263,97764,"2,2"
15.1 Curtimento e outras preparações de couro,c,500 ou mais,9,9055,9043,223958,"2,4"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,Total,3173,27004,22661,396178,"1,6"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,0 a 4,1980,3908,1453,30798,"1,4"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,5 a 9,572,3749,2830,45140,"1,4"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,10 a 19,346,4646,4060,66068,"1,5"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,20 a 29,121,2842,2661,45265,"1,5"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,30 a 49,88,3324,3205,56415,"1,6"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,50 a 99,44,2987,2927,46804,"1,6"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,100 a 249,17,2538,2522,47986,"1,8"
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,250 a 499,2,X,X,X,X
15.2 Fabricação de artigos para viagem e de artefatos diversos de couro,c,500 ou mais,3,X,X,X,X
"15.4 Fabricação de partes para calçados, de qualquer material",c,Total,1686,27799,25506,472096,"1,6"
"15.4 Fabricação de partes para calçados, de qualquer material",c,0 a 4,815,1720,683,30842,"1,5"
"15.4 Fabricação de partes para calçados, de qualquer material",c,5 a 9,290,1941,1519,33335,"1,5"
"15.4 Fabricação de partes para calçados, de qualquer material",c,10 a 19,254,3491,3078,55930,"1,5"
"15.4 Fabricação de partes para calçados, de qualquer material",c,20 a 29,97,2361,2221,38908,"1,5"
"15.4 Fabricação de partes para calçados, de qualquer material",c,30 a 49,93,3532,3421,59879,"1,6"
"15.4 Fabricação de partes para calçados, de qualquer material",c,50 a 99,92,6049,5928,102265,"1,6"
"15.4 Fabricação de partes para calçados, de qualquer material",c,100 a 249,35,4563,4527,85227,"1,8"
"15.4 Fabricação de partes para calçados, de qualquer material",c,250 a 499,8,X,X,X,X
"15.4 Fabricação de partes para calçados, de qualquer material",c,500 ou mais,2,X,X,X,X
16.1 Desdobramento de madeira,c,Total,8551,86741,74239,1442387,"1,8"
16.1 Desdobramento de madeira,c,0 a 4,4362,8823,3324,81540,"1,4"
16.1 Desdobramento de madeira,c,5 a 9,1857,12362,9381,166804,"1,5"
16.1 Desdobramento de madeira,c,10 a 19,1438,19560,16998,294269,"1,6"
16.1 Desdobramento de madeira,c,20 a 29,437,10339,9584,172325,"1,6"
16.1 Desdobramento de madeira,c,30 a 49,234,8769,8416,139186,"1,5"
16.1 Desdobramento de madeira,c,50 a 99,146,9404,9192,156254,"1,7"
16.1 Desdobramento de madeira,c,100 a 249,56,7877,7781,157867,"1,9"
16.1 Desdobramento de madeira,c,250 a 499,17,5897,5866,142063,"2,4"
16.1 Desdobramento de madeira,c,500 ou mais,4,3710,3697,132078,"3,4"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,Total,10016,128653,114048,2676074,"2,2"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,0 a 4,5419,11105,4146,88416,"1,5"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,5 a 9,2127,14080,10615,185337,"1,6"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,10 a 19,1393,18844,16360,300169,"1,7"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,20 a 29,466,11112,10303,188883,"1,7"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,30 a 49,268,10068,9678,175346,"1,7"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,50 a 99,216,14780,14509,272905,"1,8"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,100 a 249,84,12454,12326,259547,2
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,250 a 499,24,9189,9132,193531,"2,1"
"16.2 Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",c,500 ou mais,19,27021,26979,1011941,"3,5"
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,Total,47,22842,22787,1484504,"7,2"
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,0 a 4,15,27,11,275,"1,5"
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,5 a 9,4,X,X,X,X
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,10 a 19,7,93,79,1017,"1,4"
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,20 a 29,3,73,69,1281,"1,5"
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,30 a 49,3,X,X,X,X
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,50 a 99,5,346,338,6115,"1,8"
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,100 a 249,1,X,X,X,X
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,250 a 499,1,X,X,X,X
17.1 Fabricação de celulose e outras pastas para a fabricação de papel,c,500 ou mais,8,21646,21646,1452557,"7,4"
"17.2 Fabricação de papel, cartolina e papel-cartão",c,Total,287,41570,41143,2021530,"4,7"
"17.2 Fabricação de papel, cartolina e papel-cartão",c,0 a 4,107,214,70,2484,"1,8"
"17.2 Fabricação de papel, cartolina e papel-cartão",c,5 a 9,27,X,X,X,X
"17.2 Fabricação de papel, cartolina e papel-cartão",c,10 a 19,24,346,312,9953,"2,1"
"17.2 Fabricação de papel, cartolina e papel-cartão",c,20 a 29,9,235,220,6241,"2,3"
"17.2 Fabricação de papel, cartolina e papel-cartão",c,30 a 49,21,X,X,X,X
"17.2 Fabricação de papel, cartolina e papel-cartão",c,50 a 99,36,2601,2541,78449,"2,8"
"17.2 Fabricação de papel, cartolina e papel-cartão",c,100 a 249,36,X,X,X,X
"17.2 Fabricação de papel, cartolina e papel-cartão",c,250 a 499,13,X,X,X,X
"17.2 Fabricação de papel, cartolina e papel-cartão",c,500 ou mais,14,26837,26814,1450707,"5,4"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,Total,2285,70149,66623,2175383,3
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,0 a 4,889,1867,681,22378,"1,7"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,5 a 9,422,2836,2162,40160,"1,7"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,10 a 19,422,5834,5086,99690,"1,8"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,20 a 29,174,4139,3839,81761,2
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,30 a 49,151,5669,5431,109472,"1,9"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,50 a 99,108,7371,7196,172392,"2,2"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,100 a 249,71,11608,11486,345991,"2,9"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,250 a 499,28,9147,9102,283672,"2,9"
"17.3 Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",c,500 ou mais,20,21678,21640,1019868,"4,5"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,Total,2460,60159,56471,1924229,"3,2"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,0 a 4,1139,2353,850,29761,"2,4"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,5 a 9,448,2997,2245,42511,"1,7"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,10 a 19,382,5212,4605,93429,"1,9"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,20 a 29,184,4383,4054,83755,"1,9"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,30 a 49,115,4342,4166,96701,"2,2"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,50 a 99,88,6019,5885,139431,"2,2"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,100 a 249,70,9901,9779,268171,"2,5"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,250 a 499,20,7202,7157,250051,"3,3"
"17.4 Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",c,500 ou mais,14,17750,17730,920418,"4,9"
18.1 Atividade de impressão,c,Total,14173,101070,80538,2460911,"2,8"
18.1 Atividade de impressão,c,0 a 4,9225,18857,6782,134364,"1,6"
18.1 Atividade de impressão,c,5 a 9,2927,19067,14134,266603,"1,8"
18.1 Atividade de impressão,c,10 a 19,1308,17312,15015,320823,2
18.1 Atividade de impressão,c,20 a 29,336,7972,7335,168065,"2,1"
18.1 Atividade de impressão,c,30 a 49,207,7731,7436,186326,"2,4"
18.1 Atividade de impressão,c,50 a 99,96,X,X,X,X
18.1 Atividade de impressão,c,100 a 249,44,6972,6893,230108,"3,1"
18.1 Atividade de impressão,c,250 a 499,19,6540,6491,230130,"3,4"
18.1 Atividade de impressão,c,500 ou mais,11,X,X,X,X
18.2 Serviços de pré-impressão e acabamentos gráficos,c,Total,7760,36497,25148,622292,"2,3"
18.2 Serviços de pré-impressão e acabamentos gráficos,c,0 a 4,6126,11163,2708,58704,"1,8"
18.2 Serviços de pré-impressão e acabamentos gráficos,c,5 a 9,1019,6619,4809,100122,"1,9"
18.2 Serviços de pré-impressão e acabamentos gráficos,c,10 a 19,422,5595,4810,116977,"2,3"
18.2 Serviços de pré-impressão e acabamentos gráficos,c,20 a 29,105,X,X,X,X
18.2 Serviços de pré-impressão e acabamentos gráficos,c,30 a 49,45,X,X,X,X
18.2 Serviços de pré-impressão e acabamentos gráficos,c,50 a 99,31,X,X,X,X
18.2 Serviços de pré-impressão e acabamentos gráficos,c,100 a 249,10,X,X,X,X
18.2 Serviços de pré-impressão e acabamentos gráficos,c,250 a 499,1,X,X,X,X
18.2 Serviços de pré-impressão e acabamentos gráficos,c,500 ou mais,1,X,X,X,X
18.3 Reprodução de materiais gravados em qualquer suporte,c,Total,384,2433,1910,89934,"4,4"
18.3 Reprodução de materiais gravados em qualquer suporte,c,0 a 4,341,584,122,2477,"1,7"
18.3 Reprodução de materiais gravados em qualquer suporte,c,5 a 9,21,134,108,2577,"2,2"
18.3 Reprodução de materiais gravados em qualquer suporte,c,10 a 19,14,205,182,3704,"2,2"
18.3 Reprodução de materiais gravados em qualquer suporte,c,20 a 29,2,X,X,X,X
18.3 Reprodução de materiais gravados em qualquer suporte,c,30 a 49,2,X,X,X,X
18.3 Reprodução de materiais gravados em qualquer suporte,c,50 a 99,-,-,-,-,-
18.3 Reprodução de materiais gravados em qualquer suporte,c,100 a 249,1,X,X,X,X
18.3 Reprodução de materiais gravados em qualquer suporte,c,250 a 499,2,X,X,X,X
18.3 Reprodução de materiais gravados em qualquer suporte,c,500 ou mais,1,X,X,X,X
19.1 Coquerias,c,Total,9,531,520,47359,9
19.1 Coquerias,c,0 a 4,3,X,X,X,X
19.1 Coquerias,c,5 a 9,-,-,-,-,-
19.1 Coquerias,c,10 a 19,1,X,X,X,X
19.1 Coquerias,c,20 a 29,2,X,X,X,X
19.1 Coquerias,c,30 a 49,-,-,-,-,-
19.1 Coquerias,c,50 a 99,1,X,X,X,X
19.1 Coquerias,c,100 a 249,1,X,X,X,X
19.1 Coquerias,c,250 a 499,1,X,X,X,X
19.1 Coquerias,c,500 ou mais,-,-,-,-,-
19.2 Fabricação de produtos derivados do petróleo,c,Total,199,62973,62709,14045121,"20,7"
19.2 Fabricação de produtos derivados do petróleo,c,0 a 4,72,X,X,X,X
19.2 Fabricação de produtos derivados do petróleo,c,5 a 9,42,274,203,5444,"2,5"
19.2 Fabricação de produtos derivados do petróleo,c,10 a 19,28,377,341,11800,"3,4"
19.2 Fabricação de produtos derivados do petróleo,c,20 a 29,12,X,X,X,X
19.2 Fabricação de produtos derivados do petróleo,c,30 a 49,12,508,498,16079,"2,8"
19.2 Fabricação de produtos derivados do petróleo,c,50 a 99,11,X,X,X,X
19.2 Fabricação de produtos derivados do petróleo,c,100 a 249,14,X,X,X,X
19.2 Fabricação de produtos derivados do petróleo,c,250 a 499,6,X,X,X,X
19.2 Fabricação de produtos derivados do petróleo,c,500 ou mais,2,X,X,X,X
19.3 Fabricação de biocombustíveis,c,Total,364,151102,150508,4946367,3
19.3 Fabricação de biocombustíveis,c,0 a 4,120,184,47,4744,"2,8"
19.3 Fabricação de biocombustíveis,c,5 a 9,31,197,111,2465,2
19.3 Fabricação de biocombustíveis,c,10 a 19,22,X,X,X,X
19.3 Fabricação de biocombustíveis,c,20 a 29,18,451,419,17127,"1,8"
19.3 Fabricação de biocombustíveis,c,30 a 49,11,462,439,12414,"2,5"
19.3 Fabricação de biocombustíveis,c,50 a 99,20,1440,1407,57966,"3,2"
19.3 Fabricação de biocombustíveis,c,100 a 249,29,4521,4467,201350,"3,6"
19.3 Fabricação de biocombustíveis,c,250 a 499,26,9897,9859,337608,"2,6"
19.3 Fabricação de biocombustíveis,c,500 ou mais,87,X,X,X,X
20.1 Fabricação de produtos químicos inorgânicos,c,Total,946,60324,58654,3438489,"5,7"
20.1 Fabricação de produtos químicos inorgânicos,c,0 a 4,345,707,193,7341,"2,6"
20.1 Fabricação de produtos químicos inorgânicos,c,5 a 9,156,1055,743,16828,"2,2"
20.1 Fabricação de produtos químicos inorgânicos,c,10 a 19,120,1637,1365,37656,"2,8"
20.1 Fabricação de produtos químicos inorgânicos,c,20 a 29,74,1749,1612,47150,"2,7"
20.1 Fabricação de produtos químicos inorgânicos,c,30 a 49,75,2940,2803,100161,"3,2"
20.1 Fabricação de produtos químicos inorgânicos,c,50 a 99,80,5666,5507,234221,"4,1"
